scope,stage,topic_id,topic_label,metric,value
topic,initial,25.0,"agent, agentic, agents, tool use, llm agents, multi agent, long horizon",abstract_count,1169
topic,initial,25.0,"agent, agentic, agents, tool use, llm agents, multi agent, long horizon",abstract_share,0.0029028837629717186
topic,initial,25.0,"agent, agentic, agents, tool use, llm agents, multi agent, long horizon",selected,False
topic,initial,26.0,"sentiment, absa, aspect based, sentiment analysis, based sentiment, aspect, sentiment classification",abstract_count,1168
topic,initial,26.0,"sentiment, absa, aspect based, sentiment analysis, based sentiment, aspect, sentiment classification",abstract_share,0.0029004005433284578
topic,initial,26.0,"sentiment, absa, aspect based, sentiment analysis, based sentiment, aspect, sentiment classification",selected,False
topic,initial,27.0,"quantum, quantum machine, quantum circuits, qubit, variational quantum, quantum neural, quantum circuit",abstract_count,1142
topic,initial,27.0,"quantum, quantum machine, quantum circuits, qubit, variational quantum, quantum neural, quantum circuit",abstract_share,0.0028358368326036804
topic,initial,27.0,"quantum, quantum machine, quantum circuits, qubit, variational quantum, quantum neural, quantum circuit",selected,False
topic,initial,28.0,"stock, financial, stock price, market, price, trading, stock market",abstract_count,1017
topic,initial,28.0,"stock, financial, stock price, market, price, trading, stock market",abstract_share,0.0025254343771960973
topic,initial,28.0,"stock, financial, stock price, market, price, trading, stock market",selected,False
topic,initial,29.0,"summarization, abstractive, summaries, abstractive summarization, document summarization, text summarization, extractive",abstract_count,980
topic,initial,29.0,"summarization, abstractive, summaries, abstractive summarization, document summarization, text summarization, extractive",abstract_share,0.0024335552503954526
topic,initial,29.0,"summarization, abstractive, summaries, abstractive summarization, document summarization, text summarization, extractive",selected,False
topic,initial,30.0,"eeg, bci, brain computer, fmri, motor imagery, eeg signals, brain",abstract_count,912
topic,initial,30.0,"eeg, bci, brain computer, fmri, motor imagery, eeg signals, brain",abstract_share,0.0022646963146537276
topic,initial,30.0,"eeg, bci, brain computer, fmri, motor imagery, eeg signals, brain",selected,False
topic,initial,31.0,"galaxy, galaxies, solar, cosmological, exoplanet, light curves, stellar",abstract_count,904
topic,initial,31.0,"galaxy, galaxies, solar, cosmological, exoplanet, light curves, stellar",abstract_share,0.0022448305575076422
topic,initial,31.0,"galaxy, galaxies, solar, cosmological, exoplanet, light curves, stellar",selected,False
topic,initial,32.0,"mimo, channel estimation, csi, radio, mimo systems, channel, ofdm",abstract_count,895
topic,initial,32.0,"mimo, channel estimation, csi, radio, mimo systems, channel, ofdm",abstract_share,0.002222481580718296
topic,initial,32.0,"mimo, channel estimation, csi, radio, mimo systems, channel, ofdm",selected,False
topic,initial,33.0,"fake news, fake, news, news detection, misinformation, propaganda, political",abstract_count,891
topic,initial,33.0,"fake news, fake, news, news detection, misinformation, propaganda, political",abstract_share,0.0022125487021452533
topic,initial,33.0,"fake news, fake, news, news detection, misinformation, propaganda, political",selected,False
topic,initial,34.0,"students, education, grading, educational, tutoring, higher education, tutor",abstract_count,865
topic,initial,34.0,"students, education, grading, educational, tutoring, higher education, tutor",abstract_share,0.002147984991420476
topic,initial,34.0,"students, education, grading, educational, tutoring, higher education, tutor",selected,False
topic,initial,35.0,"spiking, snns, spiking neural, snn, networks snns, neuromorphic, spike",abstract_count,857
topic,initial,35.0,"spiking, snns, spiking neural, snn, networks snns, neuromorphic, spike",abstract_share,0.0021281192342743906
topic,initial,35.0,"spiking, snns, spiking neural, snn, networks snns, neuromorphic, spike",selected,False
topic,initial,36.0,"legal, legal domain, legal case, judgment prediction, court, judicial, legal judgment",abstract_count,851
topic,initial,36.0,"legal, legal domain, legal case, judgment prediction, court, judicial, legal judgment",abstract_share,0.002113219916414827
topic,initial,36.0,"legal, legal domain, legal case, judgment prediction, court, judicial, legal judgment",selected,False
topic,initial,37.0,"fmri, alzheimer, alzheimer disease, brain, functional connectivity, neuroimaging, rs fmri",abstract_count,849
topic,initial,37.0,"fmri, alzheimer, alzheimer disease, brain, functional connectivity, neuroimaging, rs fmri",abstract_share,0.0021082534771283057
topic,initial,37.0,"fmri, alzheimer, alzheimer disease, brain, functional connectivity, neuroimaging, rs fmri",selected,False
topic,initial,38.0,"clustering, clusters, means, number clusters, clustering algorithms, cluster, means algorithm",abstract_count,814
topic,initial,38.0,"clustering, clusters, means, number clusters, clustering algorithms, cluster, means algorithm",abstract_share,0.002021340789614182
topic,initial,38.0,"clustering, clusters, means, number clusters, clustering algorithms, cluster, means algorithm",selected,False
topic,initial,39.0,"dialogue, dialog, task oriented, dialogue systems, domain dialogue, tod, oriented dialogue",abstract_count,807
topic,initial,39.0,"dialogue, dialog, task oriented, dialogue systems, domain dialogue, tod, oriented dialogue",abstract_share,0.0020039582521113575
topic,initial,39.0,"dialogue, dialog, task oriented, dialogue systems, domain dialogue, tod, oriented dialogue",selected,False
topic,initial,40.0,"continual learning, continual, forgetting, catastrophic forgetting, class incremental, cl, catastrophic",abstract_count,780
topic,initial,40.0,"continual learning, continual, forgetting, catastrophic forgetting, class incremental, cl, catastrophic",abstract_share,0.0019369113217433194
topic,initial,40.0,"continual learning, continual, forgetting, catastrophic forgetting, class incremental, cl, catastrophic",selected,False
topic,initial,41.0,"offloading, drl, mec, network slicing, qos, edge computing, ran",abstract_count,757
topic,initial,41.0,"offloading, drl, mec, network slicing, qos, edge computing, ran",abstract_share,0.0018797972699483242
topic,initial,41.0,"offloading, drl, mec, network slicing, qos, edge computing, ran",selected,False
topic,initial,42.0,"kv, kv cache, cache, cache compression, eviction, key value, value kv",abstract_count,719
topic,initial,42.0,"kv, kv cache, cache, cache compression, eviction, key value, value kv",abstract_share,0.0017854349235044188
topic,initial,42.0,"kv, kv cache, cache, cache compression, eviction, key value, value kv",selected,False
topic,initial,43.0,"bo, bayesian optimization, acquisition function, acquisition functions, optimization bo, box functions, bayesian optimisation",abstract_count,686
topic,initial,43.0,"bo, bayesian optimization, acquisition function, acquisition functions, optimization bo, box functions, bayesian optimisation",abstract_share,0.0017034886752768168
topic,initial,43.0,"bo, bayesian optimization, acquisition function, acquisition functions, optimization bo, box functions, bayesian optimisation",selected,False
topic,initial,44.0,"hate, hate speech, speech detection, cyberbullying, offensive, offensive language, abusive",abstract_count,672
topic,initial,44.0,"hate, hate speech, speech detection, cyberbullying, offensive, offensive language, abusive",abstract_share,0.0016687236002711676
topic,initial,44.0,"hate, hate speech, speech detection, cyberbullying, offensive, offensive language, abusive",selected,False
topic,initial,45.0,"active learning, active, learning al, pool based, deep active, based active, learning active",abstract_count,670
topic,initial,45.0,"active learning, active, learning al, pool based, deep active, based active, learning active",abstract_share,0.0016637571609846463
topic,initial,45.0,"active learning, active, learning al, pool based, deep active, based active, learning active",selected,False
topic,initial,46.0,"label learning, label, noisy labels, label noise, ssl, pll, labels",abstract_count,664
topic,initial,46.0,"label learning, label, noisy labels, label noise, ssl, pll, labels",abstract_share,0.0016488578431250822
topic,initial,46.0,"label learning, label, noisy labels, label noise, ssl, pll, labels",selected,False
topic,initial,47.0,"differentially private, differential privacy, differentially, private, dp, privacy, privacy loss",abstract_count,647
topic,initial,47.0,"differentially private, differential privacy, differentially, private, dp, privacy, privacy loss",abstract_share,0.0016066431091896509
topic,initial,47.0,"differentially private, differential privacy, differentially, private, dp, privacy, privacy loss",selected,False
topic,initial,48.0,"quantization, ptq, bit, training quantization, low bit, bit quantization, fp4",abstract_count,640
topic,initial,48.0,"quantization, ptq, bit, training quantization, low bit, bit quantization, fp4",abstract_share,0.0015892605716868262
topic,initial,48.0,"quantization, ptq, bit, training quantization, low bit, bit quantization, fp4",selected,False
topic,initial,49.0,"gans, gan, discriminator, adversarial networks, generative adversarial, networks gans, gan training",abstract_count,640
topic,initial,49.0,"gans, gan, discriminator, adversarial networks, generative adversarial, networks gans, gan training",abstract_share,0.0015892605716868262
topic,initial,49.0,"gans, gan, discriminator, adversarial networks, generative adversarial, networks gans, gan training",selected,False
topic,initial,50.0,"ai act, governance, ai governance, eu, regulatory, ai safety, ai",abstract_count,636
topic,initial,50.0,"ai act, governance, ai governance, eu, regulatory, ai safety, ai",abstract_share,0.0015793276931137835
topic,initial,50.0,"ai act, governance, ai governance, eu, regulatory, ai safety, ai",selected,False
topic,initial,51.0,"hallucination detection, hallucination, hallucinations, detecting hallucinations, hallucinated, hallucinations large, detect hallucinations",abstract_count,632
topic,initial,51.0,"hallucination detection, hallucination, hallucinations, detecting hallucinations, hallucinated, hallucinations large, detect hallucinations",abstract_share,0.0015693948145407408
topic,initial,51.0,"hallucination detection, hallucination, hallucinations, detecting hallucinations, hallucinated, hallucinations large, detect hallucinations",selected,False
topic,initial,52.0,"gpu, parallelism, gpus, workloads, slo, llm inference, prefill",abstract_count,632
topic,initial,52.0,"gpu, parallelism, gpus, workloads, slo, llm inference, prefill",abstract_share,0.0015693948145407408
topic,initial,52.0,"gpu, parallelism, gpus, workloads, slo, llm inference, prefill",selected,False
topic,initial,53.0,"mrc, qa, reading comprehension, question, question answering, machine reading, answering",abstract_count,616
topic,initial,53.0,"mrc, qa, reading comprehension, question, question answering, machine reading, answering",abstract_share,0.0015296633002485703
topic,initial,53.0,"mrc, qa, reading comprehension, question, question answering, machine reading, answering",selected,False
topic,initial,54.0,"tsp, vehicle routing, routing problems, salesman, salesman problem, vrp, vrps",abstract_count,600
topic,initial,54.0,"tsp, vehicle routing, routing problems, salesman, salesman problem, vrp, vrps",abstract_share,0.0014899317859563997
topic,initial,54.0,"tsp, vehicle routing, routing problems, salesman, salesman problem, vrp, vrps",selected,False
topic,initial,55.0,"epidemic, covid 19, covid, epidemiological, pandemic, 19, infectious",abstract_count,595
topic,initial,55.0,"epidemic, covid 19, covid, epidemiological, pandemic, 19, infectious",abstract_share,0.0014775156877400962
topic,initial,55.0,"epidemic, covid 19, covid, epidemiological, pandemic, 19, infectious",selected,False
topic,initial,56.0,"ecg, ecg signals, arrhythmia, lead ecg, electrocardiogram, ecgs, electrocardiogram ecg",abstract_count,586
topic,initial,56.0,"ecg, ecg signals, arrhythmia, lead ecg, electrocardiogram, ecgs, electrocardiogram ecg",abstract_share,0.0014551667109507502
topic,initial,56.0,"ecg, ecg signals, arrhythmia, lead ecg, electrocardiogram, ecgs, electrocardiogram ecg",selected,False
topic,initial,57.0,"quantization, bit, floating point, quantized, mixed precision, floating, bit width",abstract_count,586
topic,initial,57.0,"quantization, bit, floating point, quantized, mixed precision, floating, bit width",abstract_share,0.0014551667109507502
topic,initial,57.0,"quantization, bit, floating point, quantized, mixed precision, floating, bit width",selected,False
topic,initial,58.0,"domain adaptation, unsupervised domain, uda, source domain, target domain, adaptation, source free",abstract_count,570
topic,initial,58.0,"domain adaptation, unsupervised domain, uda, source domain, target domain, adaptation, source free",abstract_share,0.0014154351966585797
topic,initial,58.0,"domain adaptation, unsupervised domain, uda, source domain, target domain, adaptation, source free",selected,False
topic,initial,59.0,"relation extraction, relation, level relation, docre, supervised relation, relation classification, extraction",abstract_count,552
topic,initial,59.0,"relation extraction, relation, level relation, docre, supervised relation, relation classification, extraction",abstract_share,0.0013707372430798877
topic,initial,59.0,"relation extraction, relation, level relation, docre, supervised relation, relation classification, extraction",selected,False
topic,initial,60.0,"topic models, topic, topic modeling, topic model, neural topic, topics, lda",abstract_count,543
topic,initial,60.0,"topic models, topic, topic modeling, topic model, neural topic, topics, lda",abstract_share,0.0013483882662905418
topic,initial,60.0,"topic models, topic, topic modeling, topic model, neural topic, topics, lda",selected,False
topic,initial,61.0,"trees, decision trees, forests, random forests, decision tree, forest, oblique",abstract_count,540
topic,initial,61.0,"trees, decision trees, forests, random forests, decision tree, forest, oblique",abstract_share,0.0013409386073607596
topic,initial,61.0,"trees, decision trees, forests, random forests, decision tree, forest, oblique",selected,False
topic,initial,62.0,"intrusion detection, intrusion, network intrusion, iot, ddos, nids, ids",abstract_count,533
topic,initial,62.0,"intrusion detection, intrusion, network intrusion, iot, ddos, nids, ids",abstract_share,0.001323556069857935
topic,initial,62.0,"intrusion detection, intrusion, network intrusion, iot, ddos, nids, ids",selected,False
topic,initial,63.0,"anomaly, anomaly detection, anomalies, unsupervised anomaly, anomalous, uad, mvtec",abstract_count,517
topic,initial,63.0,"anomaly, anomaly detection, anomalies, unsupervised anomaly, anomalous, uad, mvtec",abstract_share,0.0012838245555657644
topic,initial,63.0,"anomaly, anomaly detection, anomalies, unsupervised anomaly, anomalous, uad, mvtec",selected,False
topic,initial,64.0,"semantic segmentation, salient object, segmentation, object detection, instance segmentation, object, saliency",abstract_count,513
topic,initial,64.0,"semantic segmentation, salient object, segmentation, object detection, instance segmentation, object, saliency",abstract_share,0.0012738916769927217
topic,initial,64.0,"semantic segmentation, salient object, segmentation, object detection, instance segmentation, object, saliency",selected,False
topic,initial,65.0,"rag, retrieval augmented, augmented generation, rag systems, retrieval, generation rag, augmented",abstract_count,504
topic,initial,65.0,"rag, retrieval augmented, augmented generation, rag systems, retrieval, generation rag, augmented",abstract_share,0.0012515427002033758
topic,initial,65.0,"rag, retrieval augmented, augmented generation, rag systems, retrieval, generation rag, augmented",selected,False
topic,initial,66.0,"knowledge tracing, kt, students, tracing, kt models, cognitive diagnosis, tracing kt",abstract_count,498
topic,initial,66.0,"knowledge tracing, kt, students, tracing, kt models, cognitive diagnosis, tracing kt",abstract_share,0.0012366433823438117
topic,initial,66.0,"knowledge tracing, kt, students, tracing, kt models, cognitive diagnosis, tracing kt",selected,False
topic,initial,67.0,"text attributed, kge, knowledge graph, graph completion, link prediction, attributed graphs, kgc",abstract_count,488
topic,initial,67.0,"text attributed, kge, knowledge graph, graph completion, link prediction, attributed graphs, kgc",abstract_share,0.001211811185911205
topic,initial,67.0,"text attributed, kge, knowledge graph, graph completion, link prediction, attributed graphs, kgc",selected,False
topic,initial,68.0,"sentinel, crop, land, land cover, crop type, canopy, agb",abstract_count,484
topic,initial,68.0,"sentinel, crop, land, land cover, crop type, canopy, agb",abstract_share,0.0012018783073381623
topic,initial,68.0,"sentinel, crop, land, land cover, crop type, canopy, agb",selected,False
topic,initial,69.0,"gender bias, gender, stereotypes, debiasing, bias, social biases, biases",abstract_count,482
topic,initial,69.0,"gender bias, gender, stereotypes, debiasing, bias, social biases, biases",abstract_share,0.0011969118680516411
topic,initial,69.0,"gender bias, gender, stereotypes, debiasing, bias, social biases, biases",selected,False
topic,initial,70.0,"local sgd, distributed optimization, sgd, distributed, gradient compression, communication, decentralized",abstract_count,479
topic,initial,70.0,"local sgd, distributed optimization, sgd, distributed, gradient compression, communication, decentralized",abstract_share,0.001189462209121859
topic,initial,70.0,"local sgd, distributed optimization, sgd, distributed, gradient compression, communication, decentralized",selected,False
topic,initial,71.0,"fundus, retinal, oct, glaucoma, retinopathy, diabetic retinopathy, diabetic",abstract_count,468
topic,initial,71.0,"fundus, retinal, oct, glaucoma, retinopathy, diabetic retinopathy, diabetic",abstract_share,0.0011621467930459917
topic,initial,71.0,"fundus, retinal, oct, glaucoma, retinopathy, diabetic retinopathy, diabetic",selected,False
topic,initial,72.0,"soccer, football, sports, players, player, tennis, basketball",abstract_count,463
topic,initial,72.0,"soccer, football, sports, players, player, tennis, basketball",abstract_share,0.0011497306948296884
topic,initial,72.0,"soccer, football, sports, players, player, tennis, basketball",selected,False
topic,initial,73.0,"nas, architecture search, darts, neural architecture, search nas, nas bench, supernet",abstract_count,457
topic,initial,73.0,"nas, architecture search, darts, neural architecture, search nas, nas bench, supernet",abstract_share,0.0011348313769701244
topic,initial,73.0,"nas, architecture search, darts, neural architecture, search nas, nas bench, supernet",selected,False
topic,initial,74.0,"imputation, missing values, missing data, missing, series imputation, data imputation, missingness",abstract_count,455
topic,initial,74.0,"imputation, missing values, missing data, missing, series imputation, data imputation, missingness",abstract_share,0.001129864937683603
topic,initial,74.0,"imputation, missing values, missing data, missing, series imputation, data imputation, missingness",selected,False
topic,initial,75.0,"conformal, conformal prediction, prediction sets, prediction set, cp, conditional coverage, coverage guarantees",abstract_count,448
topic,initial,75.0,"conformal, conformal prediction, prediction sets, prediction set, cp, conditional coverage, coverage guarantees",abstract_share,0.0011124824001807784
topic,initial,75.0,"conformal, conformal prediction, prediction sets, prediction set, cp, conditional coverage, coverage guarantees",selected,False
topic,initial,76.0,"gnns, attacks graph, graph unlearning, backdoor, attack, gnns vulnerable, attacks",abstract_count,446
topic,initial,76.0,"gnns, attacks graph, graph unlearning, backdoor, attack, gnns vulnerable, attacks",abstract_share,0.001107515960894257
topic,initial,76.0,"gnns, attacks graph, graph unlearning, backdoor, attack, gnns vulnerable, attacks",selected,False
topic,initial,77.0,"sentence embeddings, word embeddings, word, word embedding, simcse, embeddings, sentence",abstract_count,444
topic,initial,77.0,"sentence embeddings, word embeddings, word, word embedding, simcse, embeddings, sentence",abstract_share,0.0011025495216077357
topic,initial,77.0,"sentence embeddings, word embeddings, word, word embedding, simcse, embeddings, sentence",selected,False
topic,initial,78.0,"instruction, instruction tuning, long context, lclms, instruction data, data selection, nli",abstract_count,441
topic,initial,78.0,"instruction, instruction tuning, long context, lclms, instruction data, data selection, nli",abstract_share,0.0010950998626779538
topic,initial,78.0,"instruction, instruction tuning, long context, lclms, instruction data, data selection, nli",selected,False
topic,initial,79.0,"ocr, handwritten, handwriting, handwritten text, character recognition, handwriting recognition, optical character",abstract_count,436
topic,initial,79.0,"ocr, handwritten, handwriting, handwritten text, character recognition, handwriting recognition, optical character",abstract_share,0.0010826837644616503
topic,initial,79.0,"ocr, handwritten, handwriting, handwritten text, character recognition, handwriting recognition, optical character",selected,False
topic,initial,80.0,"sql, text sql, sql queries, sql generation, schema linking, table, spider",abstract_count,421
topic,initial,80.0,"sql, text sql, sql queries, sql generation, schema linking, table, spider",abstract_share,0.0010454354698127403
topic,initial,80.0,"sql, text sql, sql queries, sql generation, schema linking, table, spider",selected,False
topic,initial,81.0,"har, activity recognition, human activity, recognition har, activity, sensor based, based har",abstract_count,412
topic,initial,81.0,"har, activity recognition, human activity, recognition har, activity, sensor based, based har",abstract_share,0.0010230864930233943
topic,initial,81.0,"har, activity recognition, human activity, recognition har, activity, sensor based, based har",selected,False
topic,initial,82.0,"tensor, tensor completion, rank tensor, tensors, tensor decomposition, tubal, tubal rank",abstract_count,412
topic,initial,82.0,"tensor, tensor completion, rank tensor, tensors, tensor decomposition, tubal, tubal rank",abstract_share,0.0010230864930233943
topic,initial,82.0,"tensor, tensor completion, rank tensor, tensors, tensor decomposition, tubal, tubal rank",selected,False
topic,initial,83.0,"regret, online convex, dynamic regret, oco, projection free, regret bound, online learning",abstract_count,406
topic,initial,83.0,"regret, online convex, dynamic regret, oco, projection free, regret bound, online learning",abstract_share,0.0010081871751638305
topic,initial,83.0,"regret, online convex, dynamic regret, oco, projection free, regret bound, online learning",selected,False
topic,initial,84.0,"model counting, sat, asp, answer set, set programming, maxsat, dnnf",abstract_count,405
topic,initial,84.0,"model counting, sat, asp, answer set, set programming, maxsat, dnnf",abstract_share,0.0010057039555205697
topic,initial,84.0,"model counting, sat, asp, answer set, set programming, maxsat, dnnf",selected,False
topic,initial,85.0,"backdoor, backdoor attacks, poisoning, poisoned, backdoor attack, backdoors, backdoored",abstract_count,397
